NO,ê\çûîNåéì˙,ê\çûéûä‘,Åyî}ëÃÉRÅ[ÉhÅzëÂçÄñ⁄,Åyî}ëÃÉRÅ[ÉhÅzè⁄ç◊çÄñ⁄,éÛïtéûä‘ë—ãÊï™,éÛïtå`ë‘ãÊï™,êVãKéûé©ìÆå_ñÒã@ìXî‘,éÊàµìXî‘,ä«óùìXî‘,ê´ï ,îNóÓ,ê∂îNåéì˙,ÇiÇhÇrèZèäÉRÅ[Éh,ì∆ä˘ãÊï™,êVêEéÌãÊï™,ÅyêVêEéÌãÊï™ÅzëÂçÄñ⁄,ÅyêVêEéÌãÊï™Åzè⁄ç◊çÄñ⁄,åŸópå`ë‘ãÊï™,èAã∆å`ë‘ãÊï™,âÔé–ãKñÕãÊï™,çáåvîNé˚,ç›é–åéêî,èZãèãÊï™,ãèèZåéêî,â∆í¿ïâíSäz,â∆ë∞ç\ê¨ãÊï™,ï€åØêEéÌãÊï™,é˚ì¸èÿñæóLñ≥,ì∆êgì‡ñÛ,ìØãèãÊï™,ï}ó{â∆ë∞êî,ï}ó{â∆ë∞éqãüêî,èäìæèÿñæãÊï™,ñºã`ãÊï™,éñã∆å`ë‘ãÊï™,éñã∆èäóLñ≥,ë›ïtîNåéì˙,ÇPÇQÉñåééñåÃ
1016886,2017/6/23,123036,1,99,0,1801,0,572,572,1,30,1986/10/8,13212,1,840,8,840,2,1,4,4320000,63,4,173,0,4,1,0,0,1,0,0,0,0,0,0,2017/7/10,0
1016887,2017/7/3,125357,1,99,0,502,0,572,572,1,36,1980/11/14,13119,2,1212,12,1212,1,1,8,7000000,50,2,58,80000,2,4,0,0,1,3,1,0,1,9,0,2017/7/6,0
1016888,2017/7/4,193736,3,26,0,502,0,572,572,1,42,1975/2/10,13206,1,440,4,440,2,2,3,2800000,1,4,147,32000,5,1,0,0,2,0,0,0,0,0,0,2017/7/6,0
1016889,2017/7/5,194257,3,24,0,502,0,572,572,2,47,1970/6/7,13119,1,540,5,540,4,1,8,2700000,86,8,565,0,5,3,0,0,2,0,0,0,3,0,0,2017/7/10,0
1016890,2017/7/7,202824,1,99,0,1,3214,3214,572,1,22,1995/5/14,14108,1,540,5,540,4,1,2,2500000,18,9,216,1000,4,1,0,0,1,0,0,0,3,0,0,2017/7/7,0
1016891,2017/7/8,11654,3,2,1,502,0,572,572,1,20,1997/3/7,14151,1,440,4,440,2,1,5,2000000,27,4,119,30000,4,1,0,0,1,2,0,0,0,0,0,2017/7/8,0
1016892,2017/7/8,161118,5,99,1,1,3193,3193,572,2,20,1997/7/8,14201,1,640,6,640,4,1,6,6000000,17,4,173,0,4,3,0,0,1,0,0,0,0,0,0,2017/7/8,0
1016893,2017/7/10,130459,1,99,0,1,2569,2569,572,2,52,1965/4/24,13205,1,1340,13,1340,2,1,3,3500000,31,4,174,1000,4,1,0,0,1,0,0,0,0,0,0,2017/7/10,1
1016895,2017/7/12,140525,3,15,0,502,0,572,572,2,45,1972/2/13,13213,2,1340,13,1340,4,1,7,1400000,51,9,165,100000,3,3,0,0,1,5,2,0,3,0,0,2017/7/16,0
1016896,2017/7/11,175010,4,2,0,1701,0,572,572,2,31,1986/5/1,13115,2,540,5,540,4,1,7,2000000,2,4,81,90000,3,3,0,0,1,4,1,0,0,0,0,2017/7/13,0
1016897,2017/7/11,211437,3,15,0,1801,0,572,572,2,26,1990/9/5,14152,1,631,6,631,3,1,4,2460000,76,4,76,33000,5,3,0,0,2,0,0,0,0,0,0,2017/7/18,0
1016898,2017/7/13,165056,4,99,0,1801,572,572,572,1,35,1981/8/17,19202,1,209,2,209,2,1,6,3600000,206,4,205,0,4,3,0,0,1,0,0,0,0,0,0,2017/7/18,0
1016899,2017/7/17,132557,5,99,3,1,2874,2874,572,1,20,1997/1/26,11203,1,640,6,640,4,1,2,2500000,29,4,96,1000,4,3,0,0,1,0,0,0,0,0,0,2017/7/17,0
1016900,2017/7/17,114734,3,18,3,1701,0,572,572,2,41,1976/1/16,13119,1,740,7,740,2,1,4,4500000,47,5,37,45000,4,1,0,0,1,2,1,0,0,0,0,2017/7/20,0
1016902,2017/7/17,171749,3,27,3,1701,0,572,572,2,39,1977/9/8,13115,1,1340,13,1340,2,1,7,3110000,52,4,36,85000,5,1,0,0,2,0,0,2,0,0,0,2017/7/20,0
1016903,2017/7/9,93548,1,99,3,1801,0,572,572,2,30,1987/1/16,13213,1,1540,15,1540,4,1,7,2400000,74,4,74,0,5,3,0,0,2,0,0,0,0,0,0,2017/7/24,0
1016904,2017/7/22,115521,1,99,1,101,530,530,572,1,41,1976/1/5,13116,2,440,4,440,2,1,5,4200000,139,9,36,50000,2,1,0,0,1,2,1,0,3,0,0,2017/7/22,0
1016905,2017/7/22,91534,3,15,1,1801,0,572,572,2,40,1976/8/27,13225,2,1340,13,1340,2,2,2,2100000,12,4,62,0,1,1,0,0,1,1,0,0,0,0,0,2017/7/23,0
1016906,2017/7/21,145928,1,99,0,1801,0,572,572,1,37,1980/7/18,13215,2,940,9,940,2,1,5,6640000,124,4,61,60000,3,1,0,0,1,4,3,0,0,9,0,2017/8/27,0
1016907,2017/7/23,105358,3,15,3,1701,0,572,572,1,21,1995/8/5,13223,1,540,5,540,4,1,3,1200000,10,8,263,0,5,1,0,0,2,0,0,0,3,0,0,2017/7/26,0
1016908,2017/7/26,113912,3,24,0,502,0,572,572,1,53,1963/7/31,13115,2,108,1,108,2,1,8,13200000,99,4,30,160000,3,3,1,0,1,4,2,2,0,0,0,2017/7/26,1
1016909,2017/7/26,143513,3,2,0,1801,0,572,572,1,30,1987/7/7,13112,1,640,6,640,2,1,3,2800000,33,8,165,0,4,1,0,0,1,0,0,0,3,0,0,2017/7/28,0
1016910,2017/7/26,234549,4,2,0,1701,0,572,572,2,23,1994/2/8,13227,1,540,5,540,4,1,6,600000,3,5,101,30000,4,3,0,0,0,0,0,0,0,0,0,2017/7/31,1
1016912,2017/7/30,62623,3,8,3,1701,0,4182,572,2,31,1985/12/11,19212,2,640,6,640,4,1,5,1000000,9,8,94,0,3,3,0,0,1,4,2,0,3,0,0,2017/8/3,0
1016913,2017/7/30,150344,3,2,3,1701,312,312,572,1,40,1977/4/30,19202,1,540,5,540,2,1,7,2950000,55,8,199,0,4,1,0,0,1,0,0,0,3,0,0,2017/7/30,0
1016914,2017/7/31,132742,5,99,0,1,3171,3171,572,1,20,1996/12/10,28201,1,631,6,631,2,1,2,3200000,27,8,247,0,4,1,0,0,1,0,0,0,3,0,0,2017/7/31,0
1016916,2017/7/31,152324,4,2,0,1701,1595,1595,572,2,34,1983/7/18,19209,1,525,5,525,2,1,7,2400000,124,8,121,0,4,3,1,0,1,0,0,1,3,0,0,2017/8/2,0
1016917,2017/7/31,180015,5,99,0,1,3171,3171,572,1,21,1996/4/24,12220,1,640,6,640,4,1,9,1200000,27,4,51,1000,4,3,0,0,1,0,0,0,0,0,0,2017/7/31,0
1016918,2017/7/31,164158,3,2,0,1701,0,572,572,1,31,1985/10/22,13222,1,209,2,209,2,1,8,3000000,46,1,381,0,4,3,0,0,1,0,0,0,2,0,0,2017/7/31,0
1016919,2017/8/2,151308,5,99,0,1,1966,1966,572,2,20,1997/8/2,14151,1,540,5,540,4,1,8,2587000,64,4,6,40000,4,3,0,0,1,0,0,0,0,0,0,2017/8/2,0
1016920,2017/8/3,105205,3,27,0,502,258,258,572,1,59,1958/5/30,11229,2,631,6,631,2,1,7,7500000,195,4,27,110000,2,3,0,0,1,3,0,0,0,0,0,2017/8/3,0
1016921,2017/8/4,155931,1,99,0,101,3171,3171,572,1,21,1995/11/16,11343,1,540,5,540,4,1,2,2500000,28,9,73,1000,5,3,0,0,2,0,0,0,3,0,0,2017/8/4,0
1016922,2017/8/4,103829,3,8,0,1701,0,572,572,2,24,1992/9/16,13116,1,640,6,640,5,2,4,2400000,52,4,77,70000,5,3,0,0,2,1,0,0,0,0,0,2017/8/5,0
1016923,2017/8/5,153028,3,22,1,502,0,572,572,1,43,1974/2/10,14153,1,640,6,640,2,2,4,2785000,5,4,95,33000,5,1,1,0,2,0,0,2,0,0,0,2017/8/12,0
1016927,2017/8/7,154857,1,99,0,101,3160,3160,572,1,39,1977/9/13,13119,1,640,6,640,4,1,2,2500000,1,4,82,51000,5,1,0,0,2,0,0,0,0,0,0,2017/8/7,0
1016928,2017/8/5,214658,4,2,1,1701,0,572,572,1,21,1996/5/9,13112,1,311,3,311,2,1,6,2500000,2,2,183,150000,4,3,0,0,1,0,0,0,2,0,0,2017/8/8,0
1016929,2017/8/6,233101,3,8,0,502,0,572,572,1,20,1997/2/15,13229,1,108,1,108,5,1,2,3500000,1,1,204,0,4,3,0,0,1,0,0,0,2,0,0,2017/8/8,0
1016930,2017/8/8,165155,5,99,0,1,0,572,572,1,31,1986/6/23,14153,1,240,2,240,2,1,2,4500000,100,8,316,0,4,1,1,0,1,0,0,2,3,0,0,2017/8/8,0
1016932,2017/8/4,143450,1,99,0,1801,0,572,572,1,29,1987/11/22,13218,1,940,9,940,2,1,4,5540000,76,4,163,0,4,1,0,0,1,0,0,0,0,0,0,2017/8/27,0
1016933,2017/8/9,174109,1,99,0,1801,0,572,572,2,28,1988/8/15,13110,1,440,4,440,2,1,6,5867000,100,4,101,78000,5,1,1,0,2,0,0,1,0,0,0,2017/8/12,0
1016935,2017/8/10,73007,3,27,0,1701,0,572,572,2,35,1981/10/23,19213,2,640,6,640,3,1,5,1800000,8,4,41,0,2,1,1,0,1,3,1,2,0,0,0,2017/8/10,0
1016936,2017/8/4,150101,4,2,0,1801,0,572,572,1,31,1985/10/8,13202,2,840,8,840,2,1,5,6620000,88,4,76,50000,1,1,0,0,1,1,0,0,0,0,0,2017/8/27,0
1016938,2017/8/14,191158,3,8,0,502,0,572,572,2,50,1967/7/28,13209,1,840,8,840,2,1,4,2800000,52,8,175,0,4,1,0,0,1,0,0,0,3,0,0,2017/8/16,0
1016939,2017/8/14,140830,1,99,0,1801,0,4230,572,1,37,1980/3/24,13207,1,940,9,940,2,1,5,7720000,89,4,110,0,4,1,0,0,1,0,0,0,0,0,0,2017/9/24,0
1016940,2017/8/14,143237,1,99,0,1801,0,572,572,1,33,1983/9/11,13202,1,940,9,940,2,1,5,6520000,100,4,195,0,4,1,0,0,1,0,0,0,0,0,0,2017/8/27,0
1016941,2017/8/19,151830,5,99,1,1,2780,2780,572,1,21,1996/4/14,11217,1,505,5,505,4,1,2,2500000,44,8,256,0,4,3,0,0,1,0,0,0,3,0,0,2017/8/20,0
1016942,2017/8/19,193336,3,2,1,1801,0,572,572,1,46,1971/4/29,13114,1,140,1,140,2,1,3,6000000,280,4,79,68000,5,1,0,0,2,0,0,0,0,0,0,2017/8/20,0
1016943,2017/8/20,132419,4,2,3,1801,0,572,572,1,32,1985/6/25,13114,2,540,5,540,2,1,2,3500000,28,4,78,80000,2,1,0,0,1,3,1,0,0,0,0,2017/8/20,0
1016944,2017/8/20,183919,5,99,3,1,2988,2988,572,1,23,1994/8/18,14153,1,640,6,640,4,1,3,1100000,5,8,172,0,4,3,0,0,1,0,0,0,3,0,0,2017/8/20,1
1016946,2017/8/21,102925,5,99,0,1,0,572,572,2,20,1997/7/7,13123,1,540,5,540,4,1,3,2000000,18,8,145,0,4,3,0,0,1,0,0,0,3,0,0,2017/8/23,0
1016947,2017/8/23,152416,1,99,0,101,2997,2997,572,1,33,1984/8/9,13213,1,640,6,640,4,1,3,2400000,14,7,15,45000,5,1,0,0,2,0,0,0,0,0,0,2017/9/1,0
1016949,2017/8/24,105359,3,2,0,1701,0,572,572,2,29,1988/3/20,13220,2,1340,13,1340,4,1,8,3000000,30,4,31,40000,1,3,0,0,1,1,0,0,0,0,0,2017/8/25,0
1016950,2017/8/23,202938,1,99,0,1801,0,572,572,2,41,1976/6/4,13120,2,540,5,540,4,1,4,1500000,76,4,40,0,1,1,0,0,1,1,0,0,0,0,0,2017/8/24,0
1016951,2017/8/23,160301,4,99,0,1801,0,4182,572,1,39,1978/2/22,13202,2,814,8,814,1,1,5,8640000,173,4,101,0,3,4,0,0,1,4,3,0,0,9,0,2017/9/24,0
1016952,2017/8/26,121930,2,17,1,1801,1890,1890,572,2,22,1994/9/17,13212,2,1505,15,1505,4,1,4,8400000,1,4,58,50000,2,3,0,0,1,3,2,0,0,0,0,2017/8/27,1
1016953,2017/8/27,200701,3,2,3,1701,2941,2941,572,1,21,1996/5/23,13115,1,912,9,912,2,1,3,2000000,4,4,5,61000,5,3,0,0,2,0,0,0,0,0,0,2017/8/28,0
1016954,2017/8/27,221702,3,2,0,1801,0,572,572,1,44,1973/2/8,13120,1,715,7,715,2,1,6,3600000,72,8,412,0,4,3,0,0,1,0,0,0,3,0,0,2017/8/28,1
1016955,2017/8/28,191713,1,99,0,5,2897,2897,572,1,20,1997/8/26,11245,1,640,6,640,2,1,4,3000000,18,8,192,0,4,1,0,0,1,0,0,0,3,0,0,2017/8/28,0
1016956,2017/8/28,93256,4,2,0,502,273,273,572,1,23,1994/3/30,13119,1,1328,13,1328,2,1,4,1000000,3,4,227,0,4,3,0,0,1,0,0,0,0,0,0,2017/8/28,0
1016957,2017/8/29,131704,1,99,0,1,1818,1818,572,1,20,1996/11/12,9204,1,540,5,540,4,1,6,600000,17,9,223,1000,4,3,0,0,1,0,0,0,3,0,0,2017/8/31,0
1016958,2017/8/31,115251,5,99,0,1,1554,1554,572,1,49,1967/11/30,14153,1,610,6,610,4,1,6,2800000,38,4,377,46000,5,3,0,0,2,0,0,0,0,0,0,2017/9/2,0
1016959,2017/8/31,95022,1,99,0,1701,0,572,572,2,20,1997/8/31,13120,1,540,5,540,4,1,4,720000,26,8,240,0,4,3,0,0,1,0,0,0,3,0,0,2017/9/1,0
1016960,2017/9/1,122812,3,2,0,1701,0,572,572,1,35,1982/5/6,14153,2,631,6,631,1,1,8,5000000,65,4,16,75000,3,4,0,0,1,5,3,0,0,9,0,2017/9/1,1
1016961,2017/9/2,213914,1,99,1,1801,0,572,572,2,26,1991/2/22,13119,1,540,5,540,4,1,5,2280000,75,4,51,70000,5,3,0,0,2,0,0,0,0,0,0,2017/9/6,0
1016962,2017/9/4,142609,5,99,0,1,2801,2801,572,1,22,1995/3/29,13115,1,525,5,525,4,1,2,2200000,67,4,0,0,5,3,0,0,2,0,0,0,0,0,0,2017/9/7,0
1016963,2017/9/5,113246,3,15,0,1701,0,572,572,1,24,1992/10/19,13208,1,311,3,311,2,1,2,4000000,29,4,29,30000,5,3,0,0,2,0,0,0,0,0,0,2017/9/5,0
1016964,2017/9/5,160220,5,99,0,1,1341,1341,572,2,44,1973/3/7,19213,1,640,6,640,4,1,8,1836000,65,4,262,40000,4,3,0,0,1,2,2,0,0,0,0,2017/9/5,1
1016965,2017/9/6,134954,1,99,0,502,0,572,572,1,36,1981/8/4,13112,1,1140,11,1140,3,1,2,3800000,36,4,11,60000,5,1,0,0,2,0,0,0,0,0,0,2017/9/7,0
1016966,2017/9/6,170758,5,99,0,1,471,471,572,1,61,1956/5/7,13206,1,631,6,631,2,1,8,2400000,392,4,102,74000,4,3,0,0,1,1,0,0,0,0,0,2017/9/22,0
1016967,2017/9/3,113904,3,15,3,1701,0,572,572,2,27,1989/11/10,19208,1,640,6,640,4,1,7,2000000,8,1,334,0,4,3,0,0,1,1,1,0,2,0,0,2017/9/12,0
1016968,2017/9/8,153849,5,99,0,1,2874,2874,572,1,20,1997/2/26,13228,1,540,5,540,4,1,2,2000000,15,8,220,0,4,3,0,0,1,0,0,0,3,0,0,2017/9/8,0
1016969,2017/9/9,160036,5,99,1,1,3159,3159,572,2,43,1973/9/20,13203,2,540,5,540,4,1,7,1780000,44,2,257,80000,2,3,0,0,1,3,2,0,2,0,0,2017/9/11,0
1016970,2017/9/10,140724,1,99,3,1,2874,2874,572,1,21,1996/3/26,14116,1,640,6,640,4,1,6,1000000,40,8,236,0,4,3,0,0,1,0,0,0,3,0,0,2017/9/10,0
1016971,2017/9/10,122956,4,2,3,1701,0,572,572,1,38,1979/8/27,13120,1,640,6,640,2,1,3,5500000,97,4,120,80000,5,1,0,0,2,0,0,0,0,0,0,2017/9/11,0
1016972,2017/9/10,123014,3,8,3,1801,0,572,572,1,25,1992/6/8,13105,1,640,6,640,2,1,4,3800000,29,4,77,60000,5,1,0,0,2,0,0,0,0,0,0,2017/9/13,0
1016974,2017/9/11,185059,5,99,0,1,2924,2924,572,2,32,1984/11/10,13220,2,640,6,640,2,1,4,3100000,137,4,38,0,1,1,0,0,1,1,0,0,0,0,0,2017/9/12,0
1016977,2017/9/13,112528,1,99,0,101,1595,1595,572,2,21,1996/9/12,19210,1,540,5,540,4,1,8,840000,61,8,84,0,4,3,0,0,1,0,0,0,3,0,0,2017/9/13,0
1016979,2017/9/15,173319,1,99,0,1,2780,2780,572,1,24,1992/11/28,13104,1,240,2,240,2,1,2,4000000,29,4,17,30000,5,1,0,0,2,0,0,0,0,0,0,2017/9/15,0
1016980,2017/9/16,110511,1,99,1,1,2780,2780,572,2,20,1997/5/15,14212,1,540,5,540,4,1,4,2500000,12,4,7,1000,5,3,0,1,2,0,0,0,0,0,0,2017/9/23,0
1016982,2017/9/18,110726,3,15,3,1701,1507,1507,572,1,38,1979/8/29,19214,2,640,6,640,2,2,4,3200000,5,2,140,80000,3,1,0,0,1,4,3,0,1,0,0,2017/9/18,0
1016983,2017/9/19,102114,1,99,0,1,2987,2987,572,1,56,1961/5/10,33423,1,715,7,715,1,1,9,6000000,148,8,21,0,5,4,0,0,2,0,0,0,3,9,0,2017/9/20,0
1016984,2017/9/20,115043,5,99,0,1,1885,1885,572,2,60,1957/9/7,11208,2,631,6,631,2,1,9,2000000,245,8,233,0,1,3,0,0,1,1,0,0,3,0,0,2017/9/25,0
1016985,2017/9/20,101019,1,99,0,1701,0,572,572,1,27,1990/6/23,13112,1,540,5,540,4,1,4,3000000,12,4,11,60000,5,3,0,0,2,0,0,0,0,0,0,2017/9/20,0
1016986,2017/9/24,35756,1,99,3,1801,0,572,572,1,30,1987/6/27,14153,1,540,5,540,4,1,7,1680000,17,1,363,0,4,3,0,0,1,0,0,0,2,0,0,2017/9/24,0
1016987,2017/9/24,163103,2,24,3,1801,0,572,572,1,34,1983/5/27,14153,2,631,6,631,2,1,7,3500000,15,4,16,80000,3,3,0,0,1,5,3,0,0,0,0,2017/9/24,0
1016988,2017/9/24,124925,1,99,3,502,0,572,572,2,22,1995/3/26,13229,1,1040,10,1040,2,1,1,3500000,5,4,6,80000,5,1,0,0,2,0,0,0,0,0,0,2017/9/25,0
1016989,2017/9/25,133719,3,18,0,1701,0,572,572,2,27,1990/6/12,13212,1,640,6,640,2,1,4,3200000,29,4,244,0,4,1,0,0,1,0,0,0,0,0,0,2017/9/26,0
1016992,2017/9/26,161359,5,99,0,1,2986,2986,572,1,51,1966/2/27,13120,1,423,4,423,1,1,9,4800000,317,1,42,0,5,4,0,0,2,0,0,0,1,9,0,2017/9/27,0
1016993,2017/9/26,131558,3,4,0,502,0,572,572,1,59,1958/6/19,13113,1,108,1,108,2,1,8,3600000,12,4,123,60000,5,3,0,0,2,0,0,0,0,0,0,2017/9/27,0
1016994,2017/9/28,135307,5,99,0,1,571,571,572,1,28,1988/12/1,13113,1,1440,14,1440,2,1,3,5280000,90,4,8,52000,5,1,1,0,2,0,0,0,0,0,0,2017/10/3,0
1016995,2017/9/28,143854,5,99,0,1,1341,1341,572,1,63,1954/8/9,19208,1,631,6,631,1,1,9,4000000,509,8,377,0,4,4,0,0,1,2,2,0,3,9,0,2017/9/28,0
1016996,2017/9/28,52842,3,8,0,1701,0,572,572,1,34,1983/4/19,13213,2,640,6,640,5,2,3,1200000,23,1,10,0,2,3,0,0,1,2,0,0,2,0,0,2017/9/28,1
1016997,2017/9/28,110150,3,8,0,1801,0,572,572,1,51,1966/8/29,13116,2,940,9,940,2,1,4,5300000,30,4,66,99000,2,1,0,0,1,3,1,0,0,0,0,2017/9/29,0
1016998,2017/9/28,185557,5,99,0,1,2809,2809,572,2,57,1960/2/25,13103,2,1212,12,1212,1,1,9,2000000,248,9,61,1000,1,4,0,0,2,1,0,0,3,9,0,2017/9/28,0
1016999,2017/9/30,113735,1,99,1,101,2831,2831,572,1,53,1964/9/22,11221,1,209,2,209,2,1,6,3500000,273,4,273,25000,5,3,0,0,2,0,0,0,0,0,0,2017/9/30,1
1017000,2017/10/2,123138,5,99,0,1,530,530,572,1,38,1979/5/3,13116,2,140,1,140,2,1,6,5400000,197,4,185,100000,2,1,0,0,1,3,2,0,0,0,0,2017/10/2,0
1017001,2017/10/2,151110,3,8,0,1701,0,572,572,2,33,1983/10/14,13120,2,140,1,140,2,1,7,3600000,50,4,114,95000,3,1,0,0,1,6,3,0,0,0,0,2017/10/2,0
1017002,2017/10/1,202200,2,24,3,1801,0,572,572,2,44,1972/11/29,14153,2,540,5,540,4,1,7,600000,64,1,69,0,2,3,0,0,1,2,1,0,2,0,0,2017/10/3,0
1017003,2017/10/3,124546,1,99,0,1801,2988,2988,572,1,45,1971/12/2,14152,1,740,7,740,2,1,4,4935000,82,2,382,50000,4,1,1,0,1,3,0,8,2,0,0,2017/10/3,0
1017004,2017/10/2,2200,3,15,0,1701,0,572,572,2,25,1992/6/7,13209,1,840,8,840,4,1,5,2400000,7,4,89,0,4,1,0,0,1,3,0,0,0,0,0,2017/10/7,0
1017005,2017/10/5,81224,3,15,0,1801,0,572,572,2,45,1972/4/1,14153,1,1340,13,1340,4,1,4,2500000,54,4,30,70000,5,1,0,0,2,0,0,0,0,0,0,2017/10/6,0
1017006,2017/10/5,101338,1,99,0,1701,0,572,572,2,45,1972/9/19,13224,2,540,5,540,4,1,2,600000,1,4,163,0,1,3,0,0,1,1,0,0,0,0,0,2017/10/10,0
1017007,2017/9/30,231000,1,99,3,1701,0,572,572,1,21,1996/6/4,13209,1,540,5,540,2,1,7,3000000,1,4,30,42000,5,1,0,0,2,0,0,0,0,0,0,2017/10/7,0
1017008,2017/10/8,175154,4,2,3,1701,530,530,572,2,20,1997/5/24,12232,1,1340,13,1340,4,1,6,4320000,17,8,245,0,4,3,0,0,1,0,0,0,3,0,0,2017/10/8,0
1017009,2017/10/9,214602,4,2,3,502,0,572,572,2,54,1963/8/6,13201,2,140,1,140,2,1,6,3600000,7,4,36,94000,2,1,0,0,1,3,1,0,0,0,0,2017/10/11,0
1017010,2017/10/10,191101,3,27,0,1701,0,572,572,1,21,1996/2/19,13212,1,540,5,540,2,1,4,3600000,22,4,14,70000,5,1,0,0,2,0,0,0,0,0,0,2017/10/13,0
1017011,2017/10/12,181826,5,99,0,1,2784,2784,572,1,33,1984/6/12,14153,1,540,5,540,4,1,5,1500000,133,8,400,0,4,1,0,0,1,0,0,0,3,0,0,2017/10/12,0
1017012,2017/10/14,120346,5,99,1,1,3171,3171,572,1,20,1997/1/9,13109,1,140,1,140,4,1,6,1250000,42,8,174,0,4,3,0,0,1,0,0,0,3,0,0,2017/10/14,0
1017013,2017/10/14,190534,3,30,1,1701,0,572,572,2,34,1983/9/23,19209,1,640,6,640,4,1,6,1300000,0,8,115,0,4,3,0,0,1,1,1,0,3,0,0,2017/10/23,0
1017014,2017/10/18,61008,3,24,0,1701,0,572,572,2,20,1996/12/24,13119,1,640,6,640,4,1,4,360000,5,4,103,0,4,3,0,0,1,0,0,0,0,0,0,2017/10/18,0
1017015,2017/10/18,161922,5,99,0,1,727,727,572,1,20,1997/10/13,11222,1,525,5,525,2,1,5,4160000,32,4,242,30000,4,3,0,0,1,0,0,0,0,0,0,2017/12/12,0
1017017,2017/10/18,100116,4,2,0,1701,2783,2783,572,1,20,1997/8/24,13115,1,525,5,525,2,1,6,3700000,18,2,242,30000,4,3,0,0,1,0,0,0,2,0,0,2017/10/31,0
1017019,2017/10/20,155439,1,99,0,1,2802,2802,572,2,21,1996/6/21,9201,1,640,6,640,4,1,6,1000000,31,8,115,0,4,3,0,0,1,0,0,0,3,0,0,2017/10/23,0
1017020,2017/10/21,175949,1,99,1,1801,0,572,572,2,57,1959/11/21,13104,1,840,8,840,2,1,3,6800000,232,4,4,120000,4,1,1,0,1,0,0,2,0,0,0,2017/10/22,0
1017021,2017/10/23,114357,4,2,0,1701,2780,2780,572,1,20,1997/7/5,12204,1,540,5,540,2,1,6,3000000,18,8,94,0,4,1,0,0,1,0,0,0,3,0,0,2017/10/23,0
1017023,2017/10/24,150229,2,24,0,1801,0,572,572,2,32,1985/8/9,19430,1,140,1,140,2,2,2,2500000,12,8,386,0,4,1,0,0,1,0,0,0,3,0,0,2017/10/25,0
1017024,2017/10/21,161515,4,2,1,1801,0,4182,572,1,33,1984/1/20,13114,2,540,5,540,2,1,5,4000000,5,4,38,115000,2,1,0,0,1,2,0,0,0,0,0,2017/12/26,0
1017026,2017/10/29,100412,5,99,3,1,1341,1341,572,1,52,1965/9/19,19211,1,640,6,640,4,1,3,2600000,54,1,58,0,4,1,0,0,1,1,1,0,3,0,0,2017/10/29,0
1017027,2017/10/28,142303,3,18,1,1701,0,572,572,1,24,1993/1/16,13120,1,540,5,540,2,1,2,4000000,16,8,258,0,4,1,0,0,1,0,0,0,3,0,0,2017/11/3,0
1017028,2017/10/30,90204,4,2,0,1801,0,572,572,2,44,1972/12/6,13212,2,1340,13,1340,4,1,7,2200000,18,4,183,83000,3,3,0,0,1,4,2,0,0,0,0,2017/10/30,0
1017029,2017/10/30,162732,3,2,0,1701,0,572,572,1,36,1981/7/18,13104,1,1109,11,1109,2,1,7,3000000,74,4,74,0,5,3,0,0,2,0,0,0,0,0,0,2017/10/31,0
1017030,2017/10/30,200826,1,99,0,101,949,949,572,1,24,1993/10/22,13224,2,440,4,440,2,1,7,3000000,71,4,33,62000,2,1,0,0,2,2,1,0,0,0,0,2017/10/30,0
1017031,2017/10/30,111215,3,24,0,502,0,572,572,1,53,1964/6/10,19209,2,108,1,108,1,1,8,7000000,157,1,215,0,1,4,1,0,1,1,0,1,1,9,0,2017/10/31,0
1017032,2017/10/31,115630,5,99,0,1,3194,3194,572,2,23,1994/9/3,13107,1,1504,15,1504,2,1,7,6000000,67,4,77,60000,4,3,0,0,1,0,0,0,0,0,0,2017/11/1,1
1017033,2017/11/1,214703,1,99,0,1,2941,2941,572,2,22,1995/6/28,13201,1,540,5,540,4,1,8,960000,38,9,127,1000,4,3,0,0,1,0,0,2,3,0,0,2017/11/2,0
1017035,2017/11/4,101914,3,2,1,1801,0,572,572,1,61,1956/2/17,13208,2,1340,13,1340,4,1,5,2060000,25,1,668,0,2,3,0,0,1,2,0,0,1,0,0,2017/11/4,0
1017036,2017/11/5,203145,1,99,3,1,2921,2921,572,1,25,1992/6/23,13208,1,1212,12,1212,3,1,6,2385000,31,4,80,46000,5,3,1,0,2,0,0,1,0,0,0,2017/11/5,0
1017037,2017/11/6,121924,1,99,0,1,2986,2986,572,1,30,1987/4/11,13120,1,108,1,108,2,1,7,1970000,31,8,367,0,4,3,1,0,1,0,0,2,3,0,0,2017/11/6,0
1017038,2017/11/5,194919,3,8,3,1801,0,572,572,2,26,1991/5/13,13114,2,140,1,140,5,1,2,2000000,6,4,7,0,2,1,0,0,1,2,0,0,0,0,0,2017/11/9,0
1017039,2017/11/6,152733,1,99,0,1,3193,3193,572,1,47,1970/9/29,13104,1,631,6,631,2,1,6,1200000,181,8,375,0,4,3,0,0,1,0,0,0,3,0,0,2017/11/7,0
1017040,2017/11/7,132725,5,99,0,1,571,571,572,2,50,1967/9/24,13120,2,640,6,640,4,1,2,1500000,56,4,195,85000,1,1,0,0,1,1,0,0,0,0,0,2017/11/7,0
1017041,2017/11/9,132000,5,99,0,1,2769,2769,572,1,21,1996/8/29,13122,1,540,5,540,5,1,2,1920000,6,8,255,0,4,1,0,0,1,0,0,0,3,0,0,2017/11/9,0
